drug	disease	label
DB00876	C0021051	0
DB03793	C0030848	1
DB00773	C1621958	1
DB01592	C0038358	0
DB00306	C0156404	0
DB01170	C0042029	0
DB11827	C0011860	1
DB09121	C0003872	1
DB00804	C0022104	1
DB00458	C0032768	1
DB08801	C0042109	1
sodium-monofluorophosphate	C0002736	0
DB00745	C0520679	1
DB01303	C0149704	0
DB00070	C0001623	0
DB09082	C0004096	1
DB00977	C0029456	1
DB00118	C0023437	0
DB00641	C0020479	1
DB00290	C1336708	1
DB00537	C0149725	1
DB01577	C0028754	1
DB00804	C0149958	0
DB00104	C0024586	1
DB00659	C0001973	1
DB01251	C0011860	1
prednisolone-sodium-phosphate	C0009324	1
DB00158	C0002888	1
DB00146	C0035579	1
DB00069	C2267227	0
DB00648	C0010481	1
DB01206	C0014173	0
DB00395	C0026838	1
DB00002	C1168401	1
DB01092	C0085649	0
DB12082	C0008677	0
DB08936	C2607914	1
DB01270	C0678222	0
DB00275	C0242698	1
DB00557	C0003467	1
DB06725	C0017638	0
DB00328	C0003873	1
DB09045	C0020456	1
DB00620	C0004096	1
DB06282	C0042109	1
DB00716	C0020517	1
DB09054	C0001618	0
DB06788	C0002171	0
DB01100	C0151740	0
DB01094	C0162820	0
DB11059	C0751753	0
DB00046	C0878787	0
DB01003	C0022568	1
DB00060	C0018916	1
DB00968	C0262584	0
DB01271	C0010674	0
DB01078	C0024894	0
DB00989	C0085669	0
DB00173	C0037286	0
DB01050	C0003872	1
DB00163	C0002395	1
DB06719	C0021359	1
DB00201	C0013390	1
DB00179	C0033860	0
DB00620	C0014742	1
DB00820	C0242350	1
DB00501	C0038358	1
DB00719	C0035457	1
DB09559	C0003467	0
DB00448	C0017181	1
DB00715	C0011581	1
DB05578	C0030807	0
DB00273	C0085083	0
levocarnitine-propionate	C2748055	0
DB00340	C0029456	0
DB00749	C0025637	0
DB01394	C0023434	0
DB00835	C0010072	0
DB00619	C0238198	1
DB00665	C0026769	0
DB01420	C0342527	1
DB01059	C0032285	1
DB00515	C0038356	1
DB00262	C0152020	0
DB01164	C0151940	1
DB01024	C0033860	1
DB00498	C0004239	1
DB00380	C0024301	0
DB09140	C0017086	1
DB01165	C0032285	1
DB01364	C2607914	1
DB00945	C0022876	0
vinburnine	C0162429	0
DB01229	C0006142	1
DB00165	C0033860	0
DB00195	C0456909	0
DB00060	C0029456	0
DB00200	C0011882	1
DB00651	C0004096	1
DB00178	C0018802	1
DB01010	C0026896	1
DB00723	C0030590	1
DB00033	C0026764	1
DB01234	C0036202	1
DB01193	C0020443	0
DB00206	C0151723	0
DB06605	C0038454	1
DB01014	C0022650	0
DB00364	C0949116	0
DB01071	C0042109	1
DB04216	C0031190	0
DB00936	C0020480	0
DB08932	C0020443	0
DB01378	C0398650	0
DB01097	C0003873	1
DB04876	C0011860	1
DB01114	C0027424	1
DB01129	C0010072	0
DB01234	C0004096	1
methylprednisolone-aceponate	C0003873	1
DB00794	C0014556	1
DB00860	C0021390	1
DB00666	C0036572	0
DB00006	C2930898	0
DB01070	C0020626	1
DB00203	C0008677	0
DB00819	C0085649	1
DB06212	C0023890	1
DB06589	C0162429	0
DB01380	C0001627	1
DB06372	C0003864	0
DB00579	C0020179	0
DB00313	C0085417	1
DB00459	C0010417	0
DB01380	C0002875	1
DB00773	C0026948	1
DB01685	C1565489	0
DB00544	C0034885	1
DB08867	C0042133	1
DB01378	C0311277	0
DB11131	C0029408	0
DB06441	C0011849	0
DB01592	C0002871	1
DB00448	C0043515	1
DB00388	C0027424	1
DB00508	C0004245	0
DB09074	C0022104	0
DB00788	C0887833	0
DB04552	C0003873	1
DB00034	C0021051	0
prednisolone-acetate	C0035854	1
DB01418	C0028738	0
DB01233	C0027424	0
DB00635	C0001957	0
DB01229	C0022593	0
DB00550	C0268579	0
DB00546	C0151686	0
DB00719	C0042109	1
DB04942	C0017636	0
DB00933	C0036341	1
DB00642	C0006118	0
DB00979	C0026961	1
DB00946	C0948008	1
DB08868	C0026769	1
DB00946	C0004238	1
DB00928	C0023480	1
DB00645	C0038363	1
DB00665	C0014474	0
DB00351	C0008677	0
DB01197	C0020545	1
DB01003	C0524620	0
DB01241	C0020476	1
DB06616	C0009952	0
DB00635	C0039483	1
DB01234	C1527311	1
DB00691	C0018802	1
fludarabine-phosphate	C0023434	1
DB00860	C0002390	1
DB00310	C1527249	0
DB01109	C0013405	0
DB01242	C0878773	0
DB01233	C0027497	1
DB00994	C0019151	1
DB00290	C0025202	1
DB11071	C0020649	0
DB00313	C0178416	0
DB01223	C0746102	1
DB01400	C0041408	0
DB12319	C1956346	0
DB00947	C1458155	1
DB01062	C0042024	1
DB00153	C0001122	1
DB00312	C0003872	0
DB00857	C0037763	0
DB00557	C0011615	1
DB00724	C0035220	0
DB00942	C0035585	0
DB01075	C0018621	1
DB01070	C0042842	1
DB09221	C0151686	0
DB00792	C0035457	1
DB01307	C0021359	0
DB00573	C0003873	1
DB08992	C0002736	1
DB01095	C0020476	1
DB09080	C0005283	0
DB05541	C0038220	0
DB00835	C0020517	1
DB01108	C0948216	0
DB06650	C0034885	0
DB00635	C0023434	1
DB00677	C0017601	1
DB00648	C0037763	0
DB00073	C0040822	0
DB08810	C0017168	1
DB00548	C0702166	1
DB00644	C0029927	1
DB00325	C0020538	1
DB00864	C0026998	0
DB00530	C0007131	1
DB00860	C0030807	1
DB00317	C0023480	0
DB00749	C0730345	0
DB00773	C0039590	1
DB00846	C0079773	1
DB01219	C3544321	0
DB00831	C0036341	1
DB00978	C0041296	1
DB01197	C0013604	1
DB00380	C0011581	0
DB00118	C0013428	0
DB06777	C0268579	0
DB01656	C0037188	0
DB00368	C0004096	1
DB01204	C0026769	1
DB08910	C0014733	0
DB00959	C1260899	1
DB11817	C0020676	0
DB00121	C0271568	0
DB01142	C0011581	1
DB09220	C0424489	0
DB04880	C0276226	0
DB00221	C0020550	0
DB00387	C0030567	1
DB00695	C0034063	1
DB00240	C0024115	0
DB01077	C0000737	0
DB09048	C0040479	0
DB00694	C0014553	0
DB00790	C0025289	0
DB09371	C0042373	0
DB06212	C0021141	1
DB12319	C0014173	0
DB02701	C0037930	0
DB01234	C0003123	0
DB00414	C0015230	0
haloperidol-decanoate	C0036341	1
DB00924	C0015967	0
DB00854	C0032914	0
DB08955	C0027726	0
DB00741	C0020479	0
DB00033	C0036920	1
DB06589	C0017531	0
DB01406	C0002994	1
DB00799	C0702166	1
DB00381	C0020538	1
DB00837	C0036983	0
DB09271	C0013390	0
hyaluronic-acid	C0038525	0
DB01019	C0017168	1
DB01589	C0027498	0
DB05239	C0013604	0
DB01380	C0405580	1
DB09245	C0024117	0
DB00091	C0002894	0
DB01411	C2607914	1
DB06710	C0151721	1
DB00593	C0027627	0
DB00949	C0085417	1
DB01197	C0027051	1
DB00145	C0030920	1
DB11157	C0042023	0
DB00832	C0014544	1
prednisolone-sodium-phosphate	C0020503	0
DB00186	C0238111	1
DB01254	C0005699	1
DB01041	C0014743	1
DB01081	C0004114	0
testosterone-enanthate	C0040028	0
DB00293	C1527249	1
DB06264	C0026769	1
DB00936	C0020757	1
DB00959	C0015230	1
DB08811	C0236663	1
DB04890	C0021141	0
DB00887	C0398775	0
DB08881	C0003862	0
DB11994	C0007789	0
DB00118	C1263846	1
DB00515	C0033578	1
DB00496	C0042023	1
DB01046	C0009806	1
DB00180	C0004096	1
DB04519	C0206686	0
DB00108	C0155862	0
DB00808	C0020538	1
DB00052	C0878787	1
DB00988	C0030567	1
DB00834	C0006118	1
DB00725	C0014121	0
DB06268	C2973725	1
DB00921	C0150055	1
DB00964	C0079584	0
DB01393	C0020476	1
DB06228	C0014356	0
DB00199	C0042029	1
DB00936	C0030193	1
DB01283	C0027662	0
DB00396	C0020459	0
DB00161	C0042510	0
DB00716	C0025149	0
DB00051	C0020619	0
DB00972	C0009763	1
DB00537	C2242472	1
DB00987	C0005699	1
DB00337	C0013595	1
DB09037	C0009324	0
DB12319	C0162429	0
DB00255	C0033578	1
DB00851	C2937421	0
DB00622	C0011615	0
DB00502	C0033975	1
DB00883	C0002962	1
DB00719	C0027424	1
DB12947	C0031099	0
DB08885	C0032227	0
DB00145	C1134719	0
DB00762	C1527249	1
DB13873	C0242339	1
DB00580	C0028734	0
DB01173	C0013384	1
DB01082	C0041296	1
DB00244	C0085096	0
DB00925	C0029882	0
DB04465	C0022951	1
DB11834	C0836924	0
DB01356	C0029408	1
DB01006	C0920350	0
DB00307	C0151744	0
DB00607	C0036690	1
DB01744	C0149745	0
DB00180	C0035457	1
DB00531	C0027022	1
DB00243	C0027661	0
DB00189	C0021603	1
DB01012	C0038356	0
DB00847	C0451641	1
DB01599	C1956346	1
DB00642	C0025500	1
DB00972	C0004096	1
revaprazan	C0037274	0
DB09198	C0011860	1
DB00719	C0017152	0
DB00514	C0035455	1
DB01252	C0011860	1
DB12545	C0040053	1
DB01392	C0836924	0
DB00433	C0027497	1
DB00885	C0004096	1
DB01620	C0036341	0
DB06813	C0079774	1
DB02546	C0002792	0
DB04946	C0036341	1
DB01431	C0000786	1
DB00978	C0019054	0
DB06285	C0029456	1
DB06204	C0231528	1
DB05246	C0039841	0
DB00032	C0021359	1
DB00860	C0023052	1
DB00471	C2607914	1
DB00952	C1704436	0
DB01435	C0016412	0
DB12947	C1527249	1
DB00357	C0040156	0
DB00808	C0013604	1
DB01407	C0022593	0
DB13179	C0037199	1
DB00846	C0015469	0
DB09481	C0017168	1
DB11712	C0035585	0
DB00105	C2239176	1
DB09198	C0035412	0
DB01396	C1704417	0
DB00661	C0020538	1
DB01070	C0085682	1
DB06439	C0042029	0
DB06287	C0018924	0
DB04876	C0011849	1
fludrocortisone-acetate	C0001403	1
DB00917	C2931618	1
DB00635	C0009324	1
DB00672	C0011849	1
DB01098	C0018418	0
DB11995	C0019080	1
ftorafur	C1527249	1
DB00936	C0032027	1
DB00443	C0002875	1
DB00449	C0017612	1
DB00034	C0006118	1
DB00302	C0003868	0
DB04920	C0002395	0
DB00988	C0013386	0
DB01100	C0013384	1
DB00588	C0024138	1
DB13167	C0006142	0
DB06262	C0085083	0
DB13954	C0020621	0
DB06216	C0022104	0
DB00207	C0029882	1
DB06809	C0026650	0
DB01234	C0013338	0
DB00496	C1956346	0
DB00966	C0011860	1
DB01099	C0004096	0
DB01380	C0023052	1
DB01086	C0029882	1
DB08894	C0149925	0
prednisolone-sodium-phosphate	C0032285	1
DB00469	C0040156	0
DB01137	C0085631	0
DB00599	C0014877	0
DB00962	C0342543	0
DB00599	C0000786	0
DB09389	C0030590	0
DB04837	C1837475	0
DB00313	C0016412	0
DB00024	C0000744	0
DB00762	C1458155	1
DB01197	C0004153	0
DB12831	C0042373	0
DB00334	C0005587	1
DB00838	C0011616	1
DB00138	C0021051	0
DB00570	C0006142	1
DB00703	C0001122	0
DB00605	C0029408	1
DB00280	C0042514	1
DB00902	C0162565	0
DB00682	C0149871	1
DB00036	C1565489	0
DB00083	C0003492	0
DB09030	C0343755	0
DB01130	C0036508	1
DB00511	C0751434	0
DB01265	C0005424	0
DB00776	C0234974	1
DB01208	C0005699	0
DB01024	C0032987	0
DB01084	C0009763	1
DB00619	C0700201	0
DB00276	C0595948	0
DB06272	C0042842	1
DB00713	C0036690	1
DB00243	C0020445	0
DB08819	C0085631	0
DB00590	C0020507	1
DB00666	C0014175	1
DB00620	C0001623	1
DB01124	C0004153	0
DB06825	C0006142	0
DB00764	C0162834	0
testosterone-enanthate	C0019829	0
DB00970	C0035412	1
DB00481	C0029453	1
DB00620	C0024138	1
sodium-monofluorophosphate	C0005283	0
DB00394	C2607914	1
DB09059	C0029191	0
DB01380	C1260899	1
DB03128	C0001973	0
DB00861	C0029408	1
DB00022	C0026764	1
DB06764	C0031190	0
DB09223	C0003811	0
DB00910	C0020503	1
DB00056	C0010068	0
DB00244	C0009324	1
DB06663	C1336708	0
clebopride	C0038160	0
DB01005	C0006118	1
DB00068	C1960397	0
DB06711	C0085681	0
DB00909	C0036572	1
DB09029	C0003873	1
DB00670	C0023479	0
DB00829	C0876973	0
DB00682	C0040038	1
DB00472	C0005586	1
DB00284	C0011849	1
DB01576	C0032027	0
DB00421	C0013604	1
DB09418	C0162316	0
DB11817	C0003873	1
DB01240	C0011644	1
DB06152	C0018801	0
DB00404	C0338908	1
caramiphen	C0030567	1
SN-38	C0010691	0
DB09043	C0149871	0
DB01248	C0003811	0
DB00570	C0022665	1
DB01099	C0032019	0
DB01403	C0022073	0
DB08872	C0035258	1
DB08893	C0878773	1
DB00794	C0014549	1
DB00232	C0021141	0
DB00731	C0020555	0
DB00013	C0034150	0
DB00903	C0022660	1
DB09292	C0026838	0
DB00624	C0011606	0
DB00986	C0003578	0
ethanolamine-oleate	C0011616	0
DB00903	C0013604	1
DB09205	C0023518	0
DB00737	C0029927	0
vinburnine	C0271093	0
DB09006	C0559106	0
DB00309	C0206245	0
DB00724	C0079774	0
DB00884	C0029456	1
DB13928	C0175683	0
DB00293	C0270736	0
dexamethasone-sodium-phosphate	C0003873	1
DB00155	C0014868	0
DB01623	C0036341	1
DB00627	C0020557	1
DB00656	C0026961	0
DB00060	C0036220	1
DB11598	C0012739	1
DB00842	C0003467	1
DB00006	C0023267	0
DB00568	C0012739	0
DB00324	C0409959	0
DB00906	C0346647	0
DB01126	C0836924	0
DB01609	C0042133	0
DB04932	C0039483	0
DB01410	C1168401	0
DB06800	C0009806	1
DB06692	C0013390	0
DB00427	C0085649	0
DB00203	C0281361	0
DB00761	C0009806	1
DB00967	C2607914	1
DB00521	C0028840	1
DB01185	C0028326	1
DB00773	C0033578	1
DB00289	C1263846	1
DB05578	C0027662	0
DB01212	C0032285	1
DB00033	C1540912	1
DB09559	C0007131	1
DB00218	C0155862	1
DB01409	C0034067	1
DB01234	C0035457	1
DB00544	C1458155	1
DB00476	C0231528	1
DB01095	C0020523	0
DB01099	C0019080	0
DB00268	C0013384	1
DB09221	C0041582	1
adiphenine	C1704436	0
DB00046	C0014556	0
DB05099	C0040053	1
DB05679	C0003872	1
DB11660	C0004239	0
DB00302	C0271578	1
DB06292	C0020456	1
DB00626	C0017160	0
DB06290	C0033117	0
gentamycin	C0024299	0
DB00564	C0014549	1
omeprazole-magnesium	C0018834	1
DB06692	C0342384	0
DB08897	C0024117	1
DB00503	C3544321	0
arsenic-trioxide	C0011991	1
DB01115	C0162566	0
DB00371	C0016057	0
DB06700	C0022073	0
flurbiprofen-(S)-(+)	C0020443	0
DB00825	C0004604	1
DB06144	C0023480	0
phosphatidylcholine	C0020625	0
DB03255	C0014356	0
DB06272	C0024790	0
DB09037	C1261473	0
DB08810	C0005586	0
DB00300	C0002395	0
DB09221	C0302280	0
DB09244	C0011581	1
DB00458	C0035220	0
DB08888	C0041948	0
DB00207	C0155862	1
revaprazan	C0017152	1
DB00046	C0011860	1
DB00233	C0010346	1
DB06203	C0020456	1
DB09074	C0036690	0
DB00775	C0002965	1
DB06777	C0473527	0
DB00033	C0007134	1
DB01628	C0003864	1
DB00601	C0001206	0
DB09109	C0151740	0
DB01839	C0022638	1
DB01228	C0020437	0
DB09477	C0242383	0
DB08880	C0026896	0
DB00182	C1263846	1
DB08932	C0037199	0
DB00819	C0032460	0
DB00117	C0001627	0
DB00352	C0033860	1
DB00087	C0023434	1
DB08910	C0178416	0
DB06196	C0007137	0
DB00105	C0040028	1
DB00864	C0030578	0
DB05521	C1260899	0
DB00610	C0019080	1
picotamide	C0037299	0
DB00563	C0024305	1
DB00332	C0034067	1
DB01105	C0023212	0
DB09555	C0024437	0
DB00837	C0013384	1
DB00521	C0020538	1
DB00806	C0011875	1
DB00310	C0020538	1
DB00396	C0002453	1
DB00611	C0405580	0
DB01023	C0151714	0
DB00624	C1458155	1
DB09166	C0003467	1
DB09272	C0018681	0
DB01399	C0020480	0
methylprednisolone-aceponate	C0751865	0
DB08890	C0019202	0
DB00176	C0282528	0
DB00290	C0017601	0
ftorafur	C0020651	0
DB02709	C0024305	0
DB00641	C0020651	0
DB00537	C0175683	0
DB00310	C0013604	1
DB00218	C0876973	1
DB00443	C0024138	1
DB00959	C0024141	1
DB08828	C0281361	0
DB00563	C0278996	1
DB00799	C0033860	1
DB00918	C0042487	0
r(-)-apomorphine	C0149704	0
DB00148	C0497327	0
DB09331	C0017601	0
DB08860	C0020443	1
DB01128	C0003872	0
DB00112	C0001403	0
DB04899	C0011991	0
DB06699	C0025323	0
pimobendan	C0018802	1
DB04272	C0342731	0
DB01429	C0085612	1
DB00914	C0020456	1
DB00678	C0024143	0
DB00563	C1458155	1
DB00834	C0238463	0
DB00747	C0428977	1
dabigatran-etexilate	C0334634	0
DB00405	C0033774	1
DB01395	C0206682	0
DB06697	C0014474	0
DB00626	C0034885	0
DB00105	C0037286	1
DB08957	C0022596	0
DB01164	C0020621	1
DB00308	C0020502	0
DB00635	C0014356	1
DB00697	C0282488	0
DB00564	C0494475	1
DB01228	C0004238	1
DB06694	C0079773	0
DB00950	C0035457	1
DB00740	C0038356	0
DB00547	C0024138	1
DB00388	C0038160	0
DB00347	C0409959	0
DB00261	C0001627	0
DB00946	C0042487	1
DB00710	C0020437	1
DB00424	C0030305	1
DB00788	C0003873	1
DB00544	C0022593	1
dabigatran	C0036341	0
DB09064	C0020476	1
DB00903	C0034063	1
DB11629	C0020443	1
DB04878	C0030590	0
DB04941	C0014356	1
DB01086	C1621958	0
DB01223	C0008677	1
DB08822	C0020538	1
DB01075	C0020517	1
DB01165	C0149725	1
DB09401	C0271568	0
DB01251	C0014868	0
DB00216	C0242488	0
adiphenine	C0162566	0
DB12153	C0038454	1
camostat-mesilate	C0018681	0
DB00186	C0038220	1
DB00233	C0041296	1
DB01065	C0013604	0
DB00713	C0029443	1
DB00449	C1134719	0
DB00040	C0017601	0
DB00086	C0006413	0
ethanolamine-oleate	C0024121	0
DB00563	C0006413	1
DB00860	C0026769	1
DB01380	C0024138	1
DB01088	C2973725	1
DB00985	C0085610	0
DB00379	C0024305	0
DB04932	C0349464	0
DB00587	C0242973	0
DB00318	C0035455	1
tepoxalin	C0009319	0
DB05271	C0007785	0
DB01174	C0014544	1
DB00302	C0023449	0
DB08941	C0007820	1
DB00598	C0020546	1
DB08801	C0015230	1
DB05389	C0038160	0
DB04876	C0221260	0
DB00083	C0036337	0
DB06710	C0035412	0
DB00631	C0024894	0
DB00159	C0011860	1
DB09029	C0033860	1
DB12010	C0023473	0
DB08922	C0035258	0
DB06754	C0007137	0
DB00177	C0018802	1
DB08894	C0338908	0
DB00867	C0004245	0
DB01382	C0020476	0
DB02901	C0020626	1
DB00996	C0019618	0
DB01600	C0030193	1
DB12478	C0005695	0
DB00562	C0043352	0
DB01261	C0009319	0
DB09282	C0021655	0
DB00254	C0035585	1
DB01097	C0023892	0
DB05389	C0221023	0
DB12865	C1704436	0
DB01126	C0010481	0
DB00838	C0079773	1
DB00967	C0027424	1
DB00320	C0004943	0
DB09212	C0037286	0
DB00630	C0038220	0
DB11629	C0042109	0
DB01380	C0042109	1
DB00034	C2239176	1
DB00245	C0030567	1
DB01234	C0003872	1
mofezolac	C0151636	0
DB00068	C0025202	1
DB00770	C0018798	1
DB05812	C0376358	1
DB00467	C0042029	1
hyaluronic-acid	C0282488	1
DB00835	C0017086	0
DB00842	C0029401	0
DB00517	C0041582	1
DB00187	C0041296	0
DB06271	C0011881	1
DB01200	C0030567	1
DB00471	C0004096	1
DB06785	C0085083	1
DB09097	C0020514	1
DB00812	C0038013	1
DB13167	C0029401	0
DB00539	C0376358	1
DB01113	C0034734	1
DB00731	C0036337	0
DB01400	C0002736	0
trepibutone	C2316810	0
DB00957	C0021361	1
DB01119	C0020540	1
DB08888	C0036337	0
DB00552	C0023443	1
DB00434	C0009952	0
DB00467	C0010692	1
DB01136	C0151744	1
DB00825	C0005283	0
DB01092	C0003811	1
DB00588	C0035455	1
DB00934	C0346421	0
DB00190	C0026764	0
DB09371	C0036508	0
DB01202	C0032460	0
DB01620	C0015967	1
DB04575	C0004604	0
DB13152	C0015530	1
DB00454	C0020635	0
bucladesine	C0020523	0
DB00476	C1269683	1
DB00216	C1527249	0
DB00477	C0236964	1
DB01013	C0011616	1
DB06786	C0024031	0
DB00145	C0014173	0
DB01309	C0027686	0
DB06694	C0020517	1
DB03017	C2748055	0
DB00939	C0029408	1
DB04896	C0150055	1
DB00598	C0031511	1
DB00199	C0010068	0
DB01275	C0085580	1
DB01035	C0028949	0
DB00824	C0003811	1
DB00946	C0015967	0
tepoxalin	C1328407	1
DB00836	C0029396	0
DB00255	C0000786	1
DB09198	C0020523	0
azelaic-acid	C0007137	0
DB00553	C0033860	1
DB00959	C0014742	1
DB00196	C0017636	0
DB00547	C0398650	0
DB11767	C0003873	1
DB01210	C0035229	0
DB05016	C0010674	1
DB00792	C0020517	1
DB01595	C0917801	1
DB12831	C0017574	0
DB00697	C0282193	0
DB00564	C0238111	1
DB00798	C0036690	1
DB00747	C0042164	1
DB06694	C0037769	0
DB01017	C0032285	1
DB06689	C0036830	0
DB00132	C0162429	1
DB11571	C0003864	0
DB12095	C0024586	1
DB00370	C0010346	0
DB09351	C0000744	0
DB00734	C0040015	0
DB00129	C0002792	0
DB00834	C0043202	0
DB09075	C0034065	1
DB01059	C0031154	1
DB00414	C0011849	1
DB00192	C0031511	0
DB00699	C0034734	1
melevodopa	C0030807	0
DB00412	C0268579	0
DB00001	C0040038	1
DB00513	C0023827	0
DB00455	C0042109	1
DB00105	C0524909	1
DB09221	C0079773	0
DB09064	C0241961	0
DB09030	C0038454	1
DB06710	C0009952	0
DB01320	C0017531	0
DB00635	C0026896	1
DB01586	C0030319	0
DB00858	C0035854	1
DB00283	C0343065	1
DB00754	C0036572	1
DB00415	C0042029	1
DB09292	C0018802	1
DB08828	C0887833	0
DB09048	C0003850	0
DB00830	C0028754	1
DB00524	C0342788	0
DB01431	C0002994	0
DB01241	C0020443	1
DB08906	C0020517	1
DB04924	C0152020	1
DB00413	C0034012	0
DB01003	C0847614	1
DB01620	C0343065	1
DB00186	C0030319	1
camostat-mesilate	C0020452	0
DB00860	C0039103	1
DB08877	C0020621	0
DB00544	C0006142	1
DB00364	C0014868	1
DB00515	C0005684	1
DB01393	C0020480	1
DB01170	C0008677	0
DB00376	C0030567	1
DB00755	C0596263	0
DB05578	C0007789	0
DB00482	C0001122	0
DB02659	C0005424	1
DB11757	C0030567	1
DB06655	C0278996	0
DB01297	C0003811	1
DB01333	C2242472	1
DB00571	C0162836	0
DB00391	C0036341	1
DB12783	C0013384	1
DB06791	C0001206	1
DB01130	C0242698	0
DB00537	C0178416	0
DB12159	C0011603	1
DB00690	C0019054	0
DB00589	C0149745	0
DB01588	C0003467	1
DB00114	C0162429	1
DB00455	C0011860	0
DB00628	C0149821	1
DB12159	C0085129	0
DB00324	C0702166	1
DB00564	C0035258	1
DB01409	C0020503	0
DB01070	C0001122	1
DB01210	C0152020	0
DB06153	C0003128	0
DB06292	C0011581	0
DB00773	C0282528	0
DB00452	C0020557	0
DB00768	C0020517	1
trepibutone	C0020598	0
DB00944	C0151686	0
DB04896	C0027661	0
DB06674	C0038013	1
DB00539	C0011882	0
DB00323	C0013384	1
DB01137	C0032285	1
DB00388	C0019112	1
DB01037	C0013384	1
DB08984	C0014733	0
DB00034	C0026764	1
DB08908	C0033860	1
DB00644	C0034012	1
DB01595	C0235974	0
hydrocortisone-phosphate	C0014335	1
DB00740	C0020461	0
DB06152	C0022876	1
DB06774	C0003873	1
DB00446	C0001403	0
DB13152	C0008533	1
DB00541	C0079744	1
DB00993	C0009319	1
DB00158	C0004096	0
DB01120	C0011849	1
DB01615	C0036830	0
DB00902	C2607914	1
DB01577	C0017168	0
DB00203	C2973725	1
DB00337	C0011603	1
DB00670	C0001623	0
DB06689	C0022951	0
DB00783	C1458155	1
DB00142	C0233315	0
DB00580	C0013390	1
DB00853	C0017638	1
DB09272	C0022104	1
DB00843	C1260899	0
DB06775	C0220994	1
DB00178	C0730345	1
picotamide	C0027697	0
DB00737	C0042571	1
clebopride	C0017636	0
DB08806	C0013295	1
DB00078	C0024305	1
DB01193	C0025202	0
ibuprofen-lysine	C0020615	0
DB00668	C0034067	1
DB01212	C2242472	1
DB01184	C0027498	1
DB01296	C0029408	1
DB00704	C0017086	0
DB01418	C0040053	1
levocarnitine-propionate	C0221023	0
DB09290	C0003873	0
DB01262	C0023480	1
DB00086	C0149871	1
DB00332	C0003811	1
butorphanol-(+)-tartrate	C0000737	1
DB01210	C0034013	0
DB06788	C0024138	0
DB01410	C0020517	1
DB00773	C0036220	1
DB09371	C0010043	0
DB00773	C0037274	0
DB00861	C0003873	1
DB00770	C0014869	0
DB11635	C0018203	0
DB01399	C0014877	0
DB00606	C0010930	0
DB00073	C0023434	1
DB09039	C0004352	0
DB00757	C0027497	1
DB00816	C0019112	0
DB11324	C0020649	0
DB03128	C0015672	1
DB00694	C0023449	1
DB00010	C0013182	0
DB01404	C0036220	0
DB00152	C0039841	1
DB00215	C0019243	0
DB00675	C0023443	0
DB01195	C0004238	1
DB00717	C0232940	1
DB00033	C0024143	0
DB01296	C0003873	1
DB00662	C0027498	1
DB00070	C2931618	0
DB00959	C0009324	1
DB00790	C0013386	0
DB01064	C0017638	0
DB00254	C1394891	0
DB00688	C0020479	0
DB11950	C0011633	0
DB00860	C0003873	1
DB00443	C0011615	1
DB00068	C0037299	1
DB00133	C0079731	0
DB01069	C0948896	0
DB00985	C0027497	1
DB00603	C0029396	0
DB00860	C0034069	1
DB11166	C0206682	0
DB00920	C0027498	0
DB01095	C0005779	0
DB00469	C0029408	1
DB00987	C0017636	0
DB01611	C1458155	0
DB01033	C0002418	0
DB00989	C0033375	0
DB01234	C0036830	1
ufenamate	C0342384	0
DB02659	C0043459	1
DB01618	C0020676	0
DB11827	C0020542	0
DB00290	C0017638	0
DB00428	C0019829	1
DB09488	C0028768	0
DB00554	C0029408	1
DB00266	C0027051	1
DB00531	C0919267	1
DB01599	C0020473	1
DB01030	C0042138	0
DB00712	C0005741	0
DB00477	C0155862	0
DB00177	C0026987	0
DB01234	C0021390	1
DB04894	C1384600	0
DB03128	C0013144	1
DB01303	C0276535	0
DB06691	C0027424	1
DB00332	C2607914	1
DB00136	C0085682	1
DB00962	C0021603	1
DB00993	C0029456	0
DB06412	C0948216	0
DB06714	C0020517	1
DB04894	C0023890	1
fenigam	C0041948	0
DB01166	C0004096	1
DB00968	C0035335	0
DB00515	C0262584	1
gentamycin	C0025289	1
DB01229	C1458155	1
DB04665	C0007570	1
DB04575	C0017668	0
DB04942	C0008312	0
DB01067	C0011849	1
DB00379	C0151636	1
DB01411	C0004096	1
DB00475	C0236663	1
DB00100	C0019080	1
DB06216	C0235480	0
DB01380	C0026948	1
DB01065	C0007789	1
DB01271	C1260899	0
DB00805	C0009319	0
etofylline	C1565489	0
DB09271	C0699791	0
DB06711	C0035455	1
DB01104	C0011581	1
DB00858	C0020640	0
DB01041	C0026764	1
DB00636	C0008533	0
DB00960	C0027051	1
DB00146	C0022661	1
DB01392	C0392784	0
DB00130	C0042510	0
DB00457	C0020461	0
DB08931	C0011603	0
DB01621	C0746102	0
DB01685	C0018099	1
DB00131	C0085605	0
DB00559	C0038358	0
DB00922	C0018802	1
DB06714	C0220983	0
DB09085	C0023440	0
DB00661	C0020625	0
DB01171	C0020598	0
DB00902	C0042109	1
DB00127	C0162429	1
DB01037	C0037188	0
DB00945	C0040053	1
DB00523	C0034013	0
DB01429	C0032768	0
DB11696	C0011991	1
DB00028	C0002880	1
DB00105	C0035258	0
DB01234	C0553580	0
DB00835	C0033774	1
DB04840	C0023449	0
DB01320	C0038220	1
DB06268	C0020626	0
DB00542	C0007642	0
DB01364	C0020546	0
DB00575	C0017612	1
DB00381	C0017531	0
DB00214	C0027726	1
DB00876	C0015397	0
