node	type
23784	protein
83986	protein
80835	protein
9427	protein
441381	protein
57153	protein
3823	protein
10316	protein
389690	protein
56126	protein
10046	protein
154467	protein
51030	protein
339761	protein
51378	protein
9068	protein
64600	protein
256051	protein
441273	protein
442179	protein
9692	protein
643382	protein
79998	protein
85414	protein
642987	protein
730441	protein
22925	protein
2849	protein
84910	protein
79603	protein
126321	protein
56834	protein
6368	protein
6359	protein
7643	protein
50616	protein
116379	protein
11227	protein
57191	protein
85026	protein
26582	protein
7682	protein
55731	protein
641518	protein
151790	protein
100529261	protein
7757	protein
92086	protein
150368	protein
10164	protein
64806	protein
51208	protein
92211	protein
440955	protein
130132	protein
2220	protein
389336	protein
84561	protein
8995	protein
55821	protein
196264	protein
116437	protein
5545	protein
57829	protein
6964	protein
254158	protein
10251	protein
3038	protein
5051	protein
92979	protein
84623	protein
254956	protein
414325	protein
8759	protein
150165	protein
79957	protein
23436	protein
1208	protein
100996279	protein
23546	protein
100188893	protein
90196	protein
28959	protein
7652	protein
124872	protein
283358	protein
338707	protein
360030	protein
204962	protein
80761	protein
84210	protein
6398	protein
100049587	protein
644907	protein
285521	protein
163688	protein
122945	protein
124626	protein
2980	protein
1419	protein
57189	protein
2831	protein
283869	protein
440670	protein
25798	protein
282618	protein
23457	protein
115286	protein
57691	protein
253017	protein
403314	protein
253982	protein
343170	protein
101928122	protein
283685	protein
401563	protein
9390	protein
117194	protein
81626	protein
84657	protein
90827	protein
728621	protein
282616	protein
129521	protein
58503	protein
54657	protein
51458	protein
148113	protein
56663	protein
403341	protein
100505705	protein
333931	protein
26748	protein
26749	protein
112744	protein
729428	protein
199857	protein
922	protein
100499483	protein
286256	protein
3443	protein
3451	protein
246213	protein
6572	protein
221914	protein
64208	protein
126567	protein
221241	protein
81554	protein
401067	protein
256076	protein
646309	protein
28885	protein
57571	protein
285641	protein
345062	protein
26952	protein
283652	protein
83887	protein
57451	protein
90586	protein
100381270	protein
29035	protein
137133	protein
100616191	protein
200232	protein
24147	protein
140823	protein
28878	protein
644338	protein
5024	protein
151651	protein
54868	protein
84954	protein
9959	protein
84269	protein
199675	protein
220074	protein
126859	protein
94160	protein
54877	protein
343068	protein
2116	protein
653220	protein
653048	protein
653219	protein
442227	protein
5003	protein
219865	protein
29964	protein
79819	protein
55999	protein
401944	protein
375061	protein
449520	protein
377007	protein
121551	protein
64921	protein
6302	protein
54621	protein
400242	protein
24150	protein
286046	protein
1306	protein
51029	protein
159371	protein
283651	protein
728833	protein
51093	protein
734	protein
388719	protein
81571	protein
401994	protein
285498	protein
125919	protein
79086	protein
56900	protein
254428	protein
23366	protein
64766	protein
80194	protein
219874	protein
128338	protein
114659	protein
79646	protein
386607	protein
158586	protein
90736	protein
116843	protein
256356	protein
7117	protein
54841	protein
199870	protein
136306	protein
400798	protein
83698	protein
85329	protein
85301	protein
280658	protein
2306	protein
253152	protein
100528062	protein
389123	protein
167555	protein
54766	protein
137964	protein
29919	protein
9609	protein
641373	protein
90316	protein
163351	protein
162966	protein
23670	protein
285343	protein
55237	protein
79339	protein
644914	protein
126637	protein
201514	protein
54328	protein
84239	protein
55380	protein
155060	protein
162655	protein
26048	protein
768213	protein
653566	protein
100302213	protein
100302168	protein
619569	protein
26813	protein
26815	protein
26814	protein
100528030	protein
54662	protein
100134230	protein
353189	protein
9287	protein
66004	protein
317705	protein
146857	protein
80853	protein
285382	protein
400566	protein
392509	protein
283254	protein
8228	protein
8781	protein
402415	protein
100287513	protein
123775	protein
28449	protein
28439	protein
79799	protein
127124	protein
284805	protein
353134	protein
340307	protein
441549	protein
317662	protein
84107	protein
257236	protein
284541	protein
653567	protein
27440	protein
654790	protein
729480	protein
7116	protein
9256	protein
6076	protein
219738	protein
100506012	protein
53831	protein
222008	protein
81553	protein
389549	protein
55262	protein
26826	protein
26825	protein
57667	protein
134391	protein
652968	protein
166012	protein
10396	protein
727910	protein
196294	protein
129642	protein
10663	protein
92235	protein
4025	protein
80341	protein
56123	protein
90313	protein
390664	protein
6013	protein
58158	protein
151525	protein
114771	protein
343637	protein
550631	protein
283576	protein
345275	protein
100131755	protein
10003	protein
138311	protein
197021	protein
341883	protein
5942	protein
59347	protein
201305	protein
10233	protein
56656	protein
123720	protein
342931	protein
54329	protein
11314	protein
78998	protein
671	protein
9283	protein
246100	protein
284257	protein
220296	protein
9954	protein
64711	protein
9951	protein
9952	protein
441315	protein
100287045	protein
3049	protein
159162	protein
54942	protein
342926	protein
286423	protein
9720	protein
5281	protein
5620	protein
155054	protein
285533	protein
401288	protein
80178	protein
10964	protein
399474	protein
4248	protein
11320	protein
29063	protein
197258	protein
346	protein
677800	protein
89822	protein
388559	protein
120071	protein
9914	protein
653598	protein
284716	protein
389816	protein
402682	protein
206412	protein
728441	protein
286016	protein
283417	protein
1549	protein
222826	protein
57585	protein
729533	protein
56098	protein
132332	protein
80231	protein
192134	protein
56180	protein
2262	protein
28935	protein
137682	protein
79611	protein
113000	protein
84929	protein
80758	protein
78996	protein
342909	protein
255231	protein
643866	protein
2679	protein
57415	protein
56130	protein
159119	protein
401612	protein
8712	protein
147744	protein
221044	protein
56203	protein
347344	protein
100134934	protein
79986	protein
6846	protein
146894	protein
200261	protein
280664	protein
284390	protein
3444	protein
9827	protein
89765	protein
317671	protein
128209	protein
9560	protein
87769	protein
2829	protein
5988	protein
84304	protein
728712	protein
56136	protein
64106	protein
246126	protein
151011	protein
283951	protein
400709	protein
29902	protein
170575	protein
440387	protein
131669	protein
5463	protein
27006	protein
124857	protein
387911	protein
404216	protein
79134	protein
51054	protein
53827	protein
285668	protein
113419	protein
400735	protein
653619	protein
122876	protein
256223	protein
54807	protein
29989	protein
8390	protein
7451	protein
162073	protein
285368	protein
200312	protein
166815	protein
200350	protein
10655	protein
56111	protein
353219	protein
56920	protein
92691	protein
51351	protein
7475	protein
402057	protein
136853	protein
56107	protein
56108	protein
9708	protein
653140	protein
56133	protein
56101	protein
730262	protein
114335	protein
317754	protein
79168	protein
574537	protein
503618	protein
222223	protein
120787	protein
84804	protein
29923	protein
80274	protein
165100	protein
123904	protein
151050	protein
9085	protein
474382	protein
253935	protein
3466	protein
23437	protein
10990	protein
123606	protein
54896	protein
135154	protein
221468	protein
84179	protein
79652	protein
10778	protein
100125556	protein
124404	protein
55264	protein
54937	protein
143379	protein
729991	protein
389119	protein
100101629	protein
2576	protein
642443	protein
25960	protein
166647	protein
83896	protein
337960	protein
222663	protein
6276	protein
6965	protein
404665	protein
869	protein
474168	protein
GO:0000002	biological_function
GO:0007005	biological_function
GO:0000012	biological_function
GO:0006281	biological_function
GO:0000018	biological_function
GO:0006310	biological_function
GO:0000019	biological_function
GO:0006312	biological_function
GO:0000027	biological_function
GO:0042255	biological_function
GO:0042273	biological_function
GO:0022618	biological_function
GO:0000028	biological_function
GO:0042274	biological_function
GO:0000038	biological_function
GO:0006631	biological_function
GO:0030001	biological_function
GO:0000045	biological_function
GO:0070925	biological_function
GO:1905037	biological_function
GO:0000050	biological_function
GO:0043604	biological_function
GO:0019627	biological_function
GO:0000052	biological_function
GO:0000053	biological_function
GO:0000054	biological_function
GO:0042254	biological_function
GO:0000055	biological_function
GO:0000056	biological_function
GO:0000060	biological_function
GO:0006606	biological_function
GO:0006886	biological_function
GO:0000070	biological_function
GO:0000819	biological_function
GO:0000075	biological_function
GO:0045786	biological_function
GO:0009987	biological_function
GO:0000076	biological_function
GO:0000077	biological_function
GO:0006974	biological_function
GO:0000079	biological_function
GO:0071900	biological_function
GO:0000082	biological_function
GO:0044843	biological_function
GO:0044772	biological_function
GO:0000083	biological_function
GO:0006355	biological_function
GO:0000086	biological_function
GO:0044839	biological_function
GO:0006790	biological_function
GO:0006520	biological_function
GO:0006865	biological_function
GO:0000103	biological_function
GO:0000122	biological_function
GO:0006366	biological_function
GO:0006357	biological_function
GO:0045892	biological_function
GO:0000132	biological_function
GO:0051294	biological_function
GO:0040001	biological_function
GO:0000165	biological_function
GO:0035556	biological_function
GO:0023014	biological_function
GO:0000183	biological_function
GO:0000184	biological_function
GO:0000956	biological_function
GO:0000185	biological_function
GO:0032147	biological_function
GO:0043406	biological_function
GO:0000186	biological_function
GO:0000187	biological_function
GO:0000188	biological_function
GO:0043407	biological_function
GO:0000189	biological_function
GO:0000209	biological_function
GO:0016567	biological_function
GO:0007051	biological_function
GO:0000226	biological_function
GO:0007010	biological_function
GO:0007017	biological_function
GO:0000244	biological_function
GO:0000387	biological_function
GO:0000245	biological_function
GO:0000398	biological_function
GO:0000266	biological_function
GO:0016052	biological_function
GO:0000278	biological_function
GO:0000281	biological_function
GO:0061640	biological_function
GO:0000288	biological_function
GO:0000289	biological_function
GO:0000291	biological_function
GO:0000302	biological_function
GO:0006979	biological_function
GO:0000303	biological_function
GO:0000338	biological_function
GO:0070646	biological_function
GO:0000375	biological_function
GO:0008380	biological_function
GO:0000380	biological_function
GO:0000381	biological_function
GO:0048024	biological_function
GO:0000389	biological_function
GO:0006376	biological_function
GO:0000395	biological_function
GO:0045292	biological_function
GO:0006397	biological_function
GO:0000413	biological_function
GO:0000414	biological_function
GO:0010452	biological_function
GO:0031060	biological_function
GO:0000415	biological_function
GO:0000422	biological_function
GO:0006914	biological_function
